feature,importance,gain_ratio
numeric__l90d_live_order_cnt,22.792169094085693,0.002928295119318263
numeric__l360d_dgmv_per_live_order,21.794511385262012,0.0028001179288350327
categorical__live_top_first_category_impression_7d,20.855539321899414,0.0026794805599663373
numeric__first_goods_live_buy_to_today_days,19.271700143814087,0.0024759918741889134
numeric__live_engage_cnt_7d,18.358890056610107,0.002358715746928279
numeric__l60d_dgmv_per_live_order,17.63631010055542,0.0022658800299810403
numeric__live_impression_cnt_3d,17.51979923248291,0.0022509109322652464
numeric__live_view_duration_14d,17.304149627685547,0.0022232046756731566
numeric__l180d_dgmv_per_live_order,16.697125017642975,0.0021452152927602776
numeric__live_goods_impression_to_buy_now_30d,16.587826803326607,0.0021311728632656722
numeric__live_goods_click_days_14d,16.005300521850586,0.0020563309796397962
numeric__live_goods_impression_to_click_30d,14.914769887924194,0.0019162216500006812
numeric__live_impression_cnt_30d,14.749549865722656,0.001894994491557391
numeric__goods_live_view_cnt_30d,14.050670146942139,0.0018052037366254018
categorical__live_top_first_category_click_3d,14.021790027618408,0.0018014932730836515
numeric__live_view_duration_7d,13.805780172348022,0.001773740732186741
numeric__live_add_cart_days_30d,13.55925989151001,0.0017420682690608754
numeric__goods_live_view_days_30d,13.20930004119873,0.0016971060841370286
numeric__live_buy_now_days_7d,13.165130257606506,0.001691431233218692
numeric__live_buy_now_days_14d,12.084120273590088,0.001552545098816021
numeric__goods_live_view_days_3d,8.493780136108398,0.001091264934656119
numeric__live_click_days_7d,8.46028995513916,0.0010869621790442034
numeric__live_goods_click_days_7d,8.170330047607422,0.0010497086741882969
numeric__live_goods_impression_to_add_cart_30d,7.998827815055847,0.0010276743891468052
numeric__live_view_days_7d,7.771830081939697,0.0009985101463212806
numeric__live_view_duration_3d,7.311870098114014,0.0009394153506413046
numeric__live_impression_cnt_14d,7.139959931373596,0.0009173286549806542
numeric__live_view_cnt_7d,6.681009769439697,0.0008583635993225641
numeric__live_add_cart_cnt_3d,5.783400058746338,0.0007430403879149189
numeric__live_engage_cnt_14d,5.291170120239258,0.0006797996090069281
numeric__live_goods_click_days_3d,5.250360012054443,0.0006745564028810377
numeric__live_impression_to_view_30d,5.077018082141876,0.0006522857569745059
numeric__l30d_live_buy_days,4.843510150909424,0.000622285096110353
numeric__live_buy_now_cnt_3d,4.467989921569824,0.0005740389616489441
categorical__live_top_first_category_impression_14d,4.4361701011657715,0.000569950810828277
numeric__live_view_days_30d,4.243244975805283,0.0005451641527153561
categorical__l720d_last_reverse_live_entrance_type,3.6143600940704346,0.0004643662031127856
numeric__live_goods_click_cnt_3d,3.158129930496216,0.00040575060774030185
categorical__live_top_first_category_impression_30d,3.0578900575637817,0.0003928719769501636
numeric__live_engage_cnt_30d,2.882580041885376,0.00037034847507723764
numeric__last_goods_live_buy_to_today_days,2.7665300369262695,0.00035543858818951735
categorical__l720d_last_live_entrance_type,2.5710198879241943,0.00033031981108951226
numeric__goods_live_view_cnt_7d,2.3234798908233643,0.00029851633673153586
numeric__goods_live_view_cnt_14d,2.1960198879241943,0.0002821405147175274
numeric__live_click_cnt_14d,2.1697700023651123,0.00027876797867464287
categorical__live_top_entrance_channel_group_click_7d,2.0100200176239014,0.0002582436003805979
numeric__live_buy_now_days_30d,1.615839958190918,0.00020760008596100237
numeric__live_view_cnt_14d,1.5911600589752197,0.00020442925881768547
numeric__live_click_days_30d,1.2298650294542313,0.00015801075133764085
categorical__live_top_entrance_channel_group_click_30d,0.7800149917602539,0.00010021486256695631
numeric__live_view_days_3d,0.7184230089187622,9.230164017906714e-05
numeric__live_click_days_14d,0.5627779960632324,7.230466097056591e-05
numeric__goods_live_view_days_14d,0.024592699483036995,3.1596238852810632e-06
numeric__l180d_live_buy_days,0.0,0.0
numeric__l90d_live_buy_days,0.0,0.0
numeric__l60d_live_buy_days,0.0,0.0
numeric__l7d_live_buy_days,0.0,0.0
numeric__l30d_live_order_cnt,0.0,0.0
numeric__l7d_live_order_cnt,0.0,0.0
numeric__second_last_live_view_to_today_days,0.0,0.0
numeric__last_live_view_to_today_days,0.0,0.0
numeric__second_last_goods_live_view_to_today_days,0.0,0.0
numeric__last_goods_live_view_to_today_days,0.0,0.0
numeric__second_last_goods_live_buy_to_today_days,0.0,0.0
numeric__live_view_cnt_30d,0.0,0.0
numeric__live_view_cnt_3d,0.0,0.0
numeric__live_engage_cnt_3d,0.0,0.0
numeric__live_add_cart_cnt_14d,0.0,0.0
numeric__live_add_cart_cnt_7d,0.0,0.0
numeric__live_buy_now_cnt_30d,0.0,0.0
numeric__live_buy_now_cnt_14d,0.0,0.0
numeric__live_buy_cnt_30d,0.0,0.0
numeric__live_buy_cnt_7d,0.0,0.0
numeric__live_buy_cnt_3d,0.0,0.0
numeric__live_impression_days_30d,0.0,0.0
numeric__live_impression_days_14d,0.0,0.0
numeric__live_impression_days_7d,0.0,0.0
numeric__live_impression_days_3d,0.0,0.0
numeric__live_click_days_3d,0.0,0.0
numeric__live_view_days_14d,0.0,0.0
numeric__goods_live_view_days_7d,0.0,0.0
numeric__live_engage_days_30d,0.0,0.0
numeric__live_engage_days_14d,0.0,0.0
numeric__live_engage_days_7d,0.0,0.0
numeric__live_engage_days_3d,0.0,0.0
numeric__live_goods_impression_days_14d,0.0,0.0
numeric__live_goods_impression_days_7d,0.0,0.0
numeric__live_goods_impression_days_3d,0.0,0.0
numeric__live_goods_click_days_30d,0.0,0.0
numeric__live_add_cart_days_14d,0.0,0.0
numeric__live_add_cart_days_7d,0.0,0.0
numeric__live_add_cart_days_3d,0.0,0.0
numeric__live_buy_now_days_3d,0.0,0.0
numeric__live_buy_days_30d,0.0,0.0
numeric__live_buy_days_14d,0.0,0.0
numeric__live_buy_days_7d,0.0,0.0
numeric__live_buy_days_3d,0.0,0.0
categorical__customer_stage_live_yesterday,0.0,0.0
categorical__ltd_1st_live_entrance_type,0.0,0.0
categorical__l720d_1st_live_entrance_type,0.0,0.0
categorical__l720d_2nd_live_entrance_type,0.0,0.0
categorical__live_shequ_active_flag,0.0,0.0
categorical__live_buy_active_flag,0.0,0.0
categorical__live_top_first_category_impression_3d,0.0,0.0
categorical__live_top_first_category_click_30d,0.0,0.0
categorical__live_top_first_category_click_7d,0.0,0.0
categorical__top_live_entrance_type_click_30d,0.0,0.0
categorical__top_live_entrance_type_click_14d,0.0,0.0
categorical__top_live_entrance_type_click_7d,0.0,0.0
categorical__top_live_entrance_type_click_3d,0.0,0.0
categorical__live_top_entrance_channel_group_click_14d,0.0,0.0
categorical__live_top_entrance_channel_group_click_3d,0.0,0.0
