feature,importance,gain_ratio
numeric__l180d_live_dgmv,2899.8891850560904,0.20459120527018262
numeric__l90d_live_dgmv,2583.5227694511414,0.1822711157270465
numeric__live_goods_click_cnt_30d,1610.3970141410828,0.11361574358926915
numeric__l60d_live_dgmv,1041.934931755066,0.07350995500083263
numeric__l360d_live_dgmv,769.4173618555069,0.05428346235746854
numeric__l360d_live_buy_days,671.1606351137161,0.04735131396586814
numeric__l360d_live_order_cnt,487.8312900066376,0.03441717432007165
numeric__live_goods_impression_cnt_30d,361.6088582284283,0.025512006638935675
numeric__l60d_live_order_cnt,286.8043246269226,0.02023444301061727
numeric__live_view_duration_30d,236.7574388384819,0.016703565783914482
numeric__live_goods_click_cnt_7d,222.94285774230957,0.015728927921428743
numeric__live_goods_impression_cnt_14d,191.8067387342453,0.013532231527606887
numeric__live_goods_impression_cnt_7d,168.78829209832475,0.011908248181981466
numeric__first_goods_live_view_to_today_days,158.97361016273499,0.011215808754677295
numeric__first_goods_live_buy_to_today_days,144.5897512435913,0.010201007551973078
numeric__l30d_live_dgmv,137.6391087770462,0.009710630082737103
numeric__l360d_dgmv,114.3106005191803,0.00806477145950841
numeric__total_orders,100.6781713962555,0.007102984671450308
numeric__live_goods_click_days_14d,95.5689045265317,0.0067425188052680505
numeric__live_goods_impression_to_buy_30d,88.09497928619385,0.006215223010346017
numeric__live_buy_cnt_14d,87.88699913024902,0.006200549721795438
numeric__l90d_live_order_cnt,85.34487795829773,0.006021199546211986
numeric__live_impression_to_view_30d,75.2572591304779,0.0053095040424922715
numeric__l360d_dgmv_per_live_order,71.03936842083931,0.005011926001086467
numeric__first_live_view_to_today_days,70.42446947097778,0.004968544027071793
numeric__live_goods_impression_to_click_30d,61.315028727054596,0.004325860344281167
categorical__live_top_first_category_click_3d,60.73646020889282,0.004285041532627227
numeric__l7d_live_dgmv,57.71712899208069,0.004072023526304502
numeric__live_buy_now_days_7d,52.981308937072754,0.0037379048510151787
numeric__l60d_dgmv_per_live_order,49.308640003204346,0.003478792962322797
numeric__goods_live_view_cnt_30d,45.546849966049194,0.0032133934561482014
numeric__live_view_duration_3d,42.411089301109314,0.0029921611907275246
numeric__live_impression_cnt_3d,41.218578174710274,0.0029080278762873162
numeric__live_goods_click_cnt_14d,40.217830657958984,0.0028374237505578263
numeric__live_impression_cnt_7d,39.83828043937683,0.0028106459560543503
numeric__l180d_dgmv_per_live_order,39.39939683675766,0.002779682108988781
numeric__live_click_cnt_3d,38.25874948501587,0.0026992078558056957
numeric__goods_live_view_days_30d,36.477343171834946,0.002573527168913328
numeric__l60d_live_buy_days,35.9378399848938,0.002535464470575681
numeric__live_goods_click_days_7d,33.14820051193237,0.0023386515354526394
numeric__live_buy_now_days_30d,33.01382112503052,0.002329170883270688
numeric__live_buy_now_cnt_7d,30.945444852113724,0.0021832440675809673
numeric__live_click_cnt_30d,30.001149654388428,0.002116622731279895
numeric__live_buy_now_cnt_3d,28.21724244952202,0.0019907656030094156
numeric__live_click_cnt_14d,26.9351704120636,0.0019003136420384504
numeric__live_view_duration_7d,24.84439504146576,0.0017528065389311464
numeric__live_add_cart_cnt_7d,24.790239810943604,0.0017489858122836219
numeric__live_engage_cnt_7d,22.08987045288086,0.0015584710076187531
numeric__live_buy_now_cnt_14d,22.008729457855225,0.0015527463978458472
numeric__second_last_goods_live_buy_to_today_days,21.363189965486526,0.0015072026910470443
numeric__live_add_cart_cnt_14d,20.740400314331055,0.0014632640171086365
categorical__live_top_first_category_click_14d,20.21638011932373,0.0014262936653328011
numeric__l360d_buy_days,19.70764994621277,0.00139040204581491
numeric__live_goods_impression_to_add_cart_30d,18.92292046546936,0.0013350382922260868
numeric__live_engage_cnt_14d,18.864089488983154,0.0013308876852137358
numeric__live_view_days_14d,18.03154508769512,0.0012721505226427577
numeric__live_view_cnt_3d,17.253219842910767,0.0012172385967859905
categorical__l720d_last_live_entrance_type,16.754779934883118,0.0011820729697462925
numeric__live_buy_cnt_7d,15.926159858703613,0.0011236126737562732
numeric__goods_live_view_cnt_3d,15.805630207061768,0.0011151091396118388
numeric__live_view_duration_14d,15.208929777145386,0.0010730110964276584
numeric__live_view_cnt_7d,15.204771995544434,0.001072717759167265
numeric__goods_live_view_cnt_7d,14.038330078125,0.0009904236635886131
numeric__l180d_live_order_cnt,13.982096001505852,0.0009864562714647846
numeric__live_impression_cnt_30d,13.678630113601685,0.0009650463320489448
numeric__live_goods_impression_cnt_3d,13.54925012588501,0.0009559183944156024
numeric__live_goods_impression_to_buy_now_30d,13.044206254184246,0.0009202868485765224
numeric__live_buy_days_14d,11.75979995727539,0.0008296702023628113
numeric__live_add_cart_cnt_30d,11.074964180588722,0.0007813540881862769
numeric__live_view_cnt_30d,8.624170064926147,0.0006084471631298358
numeric__goods_live_view_cnt_14d,8.291210174560547,0.0005849563809207879
numeric__l30d_live_order_cnt,8.169879913330078,0.000576396362659122
categorical__live_top_entrance_channel_group_click_30d,8.12654995918274,0.0005733393742786731
numeric__live_click_cnt_7d,7.815110087394714,0.0005513668592368368
categorical__live_top_first_category_impression_14d,7.750909805297852,0.0005468374402643568
numeric__live_buy_days_30d,7.494100093841553,0.0005287191588270212
numeric__live_impression_cnt_14d,7.26259970664978,0.0005123864853303397
numeric__live_engage_cnt_30d,7.242180109024048,0.0005109458543879888
numeric__live_engage_days_30d,7.2187299728393555,0.0005092914147457777
numeric__live_engage_cnt_3d,7.127649784088135,0.0005028655810660374
numeric__l180d_live_buy_days,6.763740062713623,0.00047719124533996115
numeric__live_view_cnt_14d,6.555409908294678,0.0004624932639114498
categorical__live_top_first_category_click_30d,6.5218400955200195,0.0004601248670459231
numeric__live_goods_click_days_30d,6.164859771728516,0.00043493940993307443
categorical__top_live_entrance_type_click_3d,6.0264201164245605,0.00042517230018219716
numeric__live_add_cart_days_7d,5.1608099937438965,0.0003641023050920633
categorical__l720d_2nd_live_entrance_type,4.367800235748291,0.0003081543664551603
categorical__ltd_1st_live_entrance_type,4.2670698165893555,0.00030104769563156513
numeric__live_buy_now_cnt_30d,4.130350112915039,0.000291401930854395
categorical__live_buy_active_flag,4.052149772644043,0.00028588478835425083
numeric__live_engage_days_14d,3.5879099369049072,0.00025313202386319515
numeric__live_click_days_30d,3.421798050403595,0.00024141259980928952
categorical__l720d_last_reverse_live_entrance_type,3.261889934539795,0.00023013086038088234
numeric__goods_live_view_days_14d,3.1625499725341797,0.00022312228823855411
categorical__live_top_entrance_channel_group_click_3d,2.909559965133667,0.0002052734922217566
numeric__live_add_cart_days_30d,2.5911200046539307,0.00018280711121089794
numeric__live_goods_impression_days_7d,2.4438400268554688,0.00017241630444309717
numeric__live_goods_impression_days_30d,2.4417800903320312,0.0001722709730634424
numeric__live_buy_now_days_14d,2.158720016479492,0.00015230069213967748
numeric__l720d_last_to_today_days,1.5946500301361084,0.00011250477202057948
categorical__live_top_entrance_channel_group_click_7d,1.2684099674224854,8.948808297537064e-05
numeric__last_goods_live_buy_to_today_days,0.575206995010376,4.058165153187966e-05
numeric__live_goods_click_cnt_3d,0.3591949939727783,2.5341705166739078e-05
numeric__l90d_live_buy_days,0.0,0.0
numeric__l30d_live_buy_days,0.0,0.0
numeric__l7d_live_buy_days,0.0,0.0
numeric__l7d_live_order_cnt,0.0,0.0
numeric__second_last_live_view_to_today_days,0.0,0.0
numeric__last_live_view_to_today_days,0.0,0.0
numeric__second_last_goods_live_view_to_today_days,0.0,0.0
numeric__last_goods_live_view_to_today_days,0.0,0.0
numeric__live_add_cart_cnt_3d,0.0,0.0
numeric__live_buy_cnt_30d,0.0,0.0
numeric__live_buy_cnt_3d,0.0,0.0
numeric__live_impression_days_30d,0.0,0.0
numeric__live_impression_days_14d,0.0,0.0
numeric__live_impression_days_7d,0.0,0.0
numeric__live_impression_days_3d,0.0,0.0
